,Year,Stint,TeamID,LgId,W,L,G,GS,CG,SHO,SV,IPO,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R
ShigeMi95,1942,1,TAY,,3,4,19,10,3,0,,257,55,19,5,34,23,,2,,0,0,0,343,,26
ShimiHi95,1942,1,YAM,,4,3,8,8,5,1,,190,32,7,0,40,43,,0.99,,1,1,0,255,,10
StarfVi95,1942,1,KYO,,26,8,40,35,27,8,,919,174,38,3,119,110,,1.12,,6,2,0,1196,9,50
TadaFu95,1942,1,KYO,,3,0,8,5,1,1,,116,31,19,1,33,15,,4.42,,1,0,0,171,,24
TenboYo95,1942,1,HNK,,8,7,30,14,7,1,,479,122,30,0,82,47,0.216,1.69,,2,1,0,658,5,44
TokusTa95,1942,1,YAM,,0,1,5,0,0,0,,31,13,8,0,9,3,,6.97,,0,0,0,57,,11
WakabTa95,1942,1,HAN,,26,12,58,45,24,4,,1132,294,67,4,127,109,,1.6,,1,3,0,1518,,96
WatanSe95,1942,1,HAN,,1,1,11,0,0,0,,101,27,11,0,19,9,,2.94,,0,0,1,147,,13
WatanTo95,1942,1,ASA,,0,2,5,0,0,0,,17,3,5,0,14,2,,7.94,,1,0,0,34,,7
YamamHi97,1942,1,ASA,,2,5,10,8,3,0,,184,50,18,0,33,12,,2.64,,0,1,0,261,,24
YasuiTa95,1942,1,HAN,,1,3,10,6,1,0,,142,31,11,1,28,13,,2.09,,1,1,0,197,,15
YoshiYa96,1942,1,HNK,,0,2,7,3,1,0,,90,21,10,0,20,7,0.204,3,,1,1,0,125,2,11
BesshTa95,1943,1,YAM,,14,23,45,36,28,8,,958,210,80,0,193,128,,2.25,,3,3,1,1333,7,106
EdaTa95,1943,1,HNK,,4,5,13,2,4,2,,210,47,16,0,33,13,0.187,2.06,,0,0,0,289,6,22
FujimHi95,1943,1,KYO,,34,11,56,50,39,19,,1298,212,35,3,168,253,,0.73,,9,1,0,1664,,57
HatafTo95,1943,1,YAM,,11,10,34,27,18,4,,696,196,55,3,103,49,,2.13,,2,1,0,976,,70
HayasYa95,1943,1,ASA,,20,11,38,34,27,12,,882,186,29,2,57,94,,0.89,,0,2,0,1113,,41
HirosKi95,1943,1,YAM,,1,0,3,0,0,0,,30,3,2,0,6,1,,1.8,,0,0,0,39,,2
HondaKi95,1943,1,NSH,,0,0,1,0,0,0,,6,3,1,0,2,0,,4.5,,0,0,0,11,,1
IshidMi95,1943,1,YAM,,11,13,37,28,14,0,,704,175,79,3,147,83,,3.03,,0,2,0,995,,90
IshimSh95,1943,1,NAG,,20,12,43,36,27,6,,934,185,40,3,134,91,,1.16,,2,3,0,1230,,57
KanekYu95,1943,1,YAM,,0,0,1,0,0,0,,1,0,0,0,2,0,,0,,0,0,0,3,,0
KasamMi95,1943,1,HNK,,9,13,33,13,11,3,,535,138,50,3,92,54,0.212,2.52,,0,2,0,754,8,65
KatayEi95,1943,1,YAM,,12,19,43,34,19,2,,857,219,69,3,98,52,,2.17,,2,1,0,1165,,99
KawabHi95,1943,1,KYO,,6,3,16,6,3,1,,267,78,25,1,41,32,,2.53,,0,1,0,384,,34
KomatHi96,1943,1,YAM,,0,1,3,0,0,0,,26,5,2,0,6,2,,2.08,,0,2,0,39,,2
KondoSa95,1943,1,NSH,,5,5,23,14,4,0,,343,75,25,1,81,30,,1.97,,0,0,0,490,,38
ManoTs95,1943,1,NSH,,0,0,1,0,0,0,,9,7,7,0,7,1,,21,,0,0,0,22,,8
MaruoCh95,1943,1,HNK,,0,0,2,1,0,0,,18,3,2,0,6,4,0.143,3,,0,0,0,27,1,2
MaruyFu95,1943,1,YAM,,7,21,33,28,17,3,,709,169,58,4,157,95,,2.21,,1,4,0,977,,71
MatsuKo99,1943,1,NAG,,2,2,4,3,1,1,,69,16,6,2,14,7,,2.35,,0,2,0,96,,8
MisonTa95,1943,1,HAN,,2,6,9,6,5,0,,158,43,15,1,32,20,,2.56,,0,0,0,229,,21
MiwaHa95,1943,1,HAN,,11,11,30,23,8,1,,544,108,49,1,136,108,,2.43,,1,4,0,782,,70
MizobTa95,1943,1,HNK,,5,10,22,7,12,2,,474,125,39,4,45,41,0.215,2.22,,2,1,0,637,2,56
MoriHi95,1943,1,HNK,,1,5,8,2,5,0,,177,51,15,1,14,14,0.235,2.29,,0,0,0,240,1,21
MoriiSh95,1943,1,NAG,,5,5,18,14,6,4,,348,81,17,3,26,31,,1.32,,1,1,0,445,,24
NaganKa95,1943,1,YAM,,3,6,21,12,4,0,,294,70,34,1,67,35,,3.12,,0,2,1,422,,42
NaitoKo95,1943,1,ASA,,8,12,29,23,16,4,,599,135,50,0,105,97,,2.25,,0,1,0,824,,66
NakahHi95,1943,1,HAN,,1,1,9,5,1,0,,116,28,12,0,28,21,,2.79,,0,0,0,173,,17
NakamMa95,1943,1,YAM,,0,3,7,2,0,0,,104,33,18,1,24,8,,4.67,,1,0,0,157,,20
NakamMa96,1943,1,KYO,,4,5,20,10,4,2,,261,63,22,1,69,47,,2.28,,0,1,0,381,,34
NishiEi95,1943,1,HAN,,3,1,14,9,1,1,,209,50,17,0,35,13,,2.2,,0,3,1,291,,18
NishiMi94,1943,1,NAG,,9,6,24,19,12,1,,477,97,33,3,102,55,,1.87,,3,3,0,675,,47
NogucAk95,1943,1,NSH,,0,2,2,1,1,0,,33,15,16,2,13,7,,13.09,,1,0,0,62,,17
NogucJi95,1943,1,NSH,,25,12,51,43,37,10,,1155,278,62,11,84,140,,1.45,,1,0,1,1485,,78
NogucMa95,1943,1,NAG,,12,4,25,20,12,2,,510,96,26,2,49,38,,1.38,,1,3,0,654,,36
OhashYa96,1943,1,HAN,,0,0,1,0,0,0,,12,2,2,0,4,1,,4.5,,1,0,0,18,,2
OhiraSh95,1943,1,HNK,,0,0,1,0,0,0,,6,0,1,0,4,0,0,4.5,,0,0,0,11,1,1
SanadJu95,1943,1,ASA,,13,13,37,32,24,7,,834,196,61,2,135,106,,1.97,,3,3,0,1147,,78
SawamEi95,1943,1,KYO,,0,3,4,0,0,0,,33,17,13,0,12,2,,10.64,,0,0,0,63,,17
ShigeMi95,1943,1,NSH,,9,18,38,30,16,2,,752,177,77,5,156,80,,2.76,,0,5,0,1079,,94
ShimiHi95,1943,1,YAM,,2,3,8,7,5,1,,178,50,13,0,27,44,,1.97,,0,3,0,256,,20
StarfVi95,1943,1,KYO,,10,5,18,16,11,3,,408,75,18,2,57,71,,1.19,,3,3,0,537,4,22
SuzukYo97,1943,1,YAM,,0,0,3,0,0,0,,32,18,6,0,5,2,,5.06,,0,0,0,53,,7
TakahSa96,1943,1,HNK,,1,2,10,0,2,0,,137,46,13,2,18,6,0.258,2.56,,0,0,0,197,5,19
TamurMi95,1943,1,KYO,,0,0,1,1,0,0,,23,3,4,0,9,4,,4.7,,2,0,0,36,,5
TenboYo95,1943,1,HNK,,11,16,34,7,18,4,,671,168,50,2,108,72,0.207,2.01,,4,1,0,934,8,71
WakabTa95,1943,1,HAN,,24,15,52,48,39,10,,1247,299,49,1,123,99,,1.06,,2,2,0,1656,,80
WatanSe95,1943,1,HAN,,0,2,4,0,0,0,,23,13,10,0,6,0,,11.74,,0,0,0,44,,13
FujimFu95,1944,1,HAN,,1,0,2,1,0,0,,45,16,2,0,6,4,,1.2,,0,0,0,67,,6
FujimHi95,1944,1,KYO,,10,8,21,19,17,5,,509,132,30,3,62,113,,1.59,,2,1,0,693,,54
InoueYo97,1944,1,SNG,,1,3,7,5,2,0,,117,41,22,1,30,8,,5.08,,0,1,3,181,,24
KasamMi95,1944,1,HNK,,7,5,14,4,7,2,,318,81,21,0,44,39,0.214,1.78,,0,0,0,437,3,33
KatoSh96,1944,1,SNG,,0,0,2,0,0,0,,8,3,2,0,2,1,,6.75,,0,0,0,13,,3
KikuyYo95,1944,1,ASA,,0,4,5,3,2,0,,81,27,17,0,34,3,,5.67,,3,1,1,140,,19
KinosIs95,1944,1,KNP,,0,0,1,1,0,0,,27,14,2,0,3,4,,2,,0,1,0,46,,7
KogurEi95,1944,1,HNK,,1,1,7,2,1,0,,97,29,10,1,10,5,0.252,2.78,,0,1,0,130,3,10
KondoSa95,1944,1,KYO,,3,4,9,8,5,0,,207,58,22,2,31,14,,2.87,,0,1,1,298,,29
MaruyFu95,1944,1,KNP,,0,1,1,1,1,0,,24,14,5,0,8,0,,5.63,,0,0,0,43,,10
MatsuKo99,1944,1,SNG,,0,0,2,0,0,0,,19,6,7,0,9,1,,9.95,,0,0,0,34,,7
MisonTa95,1944,1,HAN,,2,1,3,3,2,1,,72,15,4,0,12,2,,1.5,,0,0,0,97,,5
MoriiSh95,1944,1,SNG,,6,12,22,18,14,2,,480,157,40,5,33,28,,2.25,,0,1,0,672,,67
MorimSe95,1944,1,ASA,,1,4,6,5,1,0,,107,32,18,1,30,6,,4.54,,1,0,0,167,,23
MoritAk97,1944,1,HAN,,0,0,1,0,0,0,,4,2,0,0,2,0,,0,,0,0,0,8,,0
NaitoKo95,1944,1,ASA,,11,11,29,25,21,4,,667,183,52,0,136,109,,2.1,,2,1,0,980,,78
NakamMa95,1944,1,KNP,,3,10,15,12,10,2,,312,92,25,1,55,32,,2.16,,0,3,1,453,,44
NakamMa96,1944,1,KYO,,0,1,2,1,1,0,,36,10,5,1,9,7,,3.75,,1,1,0,57,,6
NogucMa95,1944,1,SNG,,6,6,13,11,10,0,,300,93,34,3,44,23,,3.06,,1,2,0,441,,49
OhashIc95,1944,1,ASA,,0,3,6,3,1,0,,72,12,11,0,25,4,,4.13,,1,2,0,114,,12
OhiraSh95,1944,1,HNK,,3,3,9,2,4,1,,153,41,16,1,27,20,0.218,2.82,,0,0,0,220,3,26
OsawaKi95,1944,1,SNG,,0,0,1,0,0,0,,9,3,2,0,1,1,,6,,0,0,0,13,,2
ShimiHi95,1944,1,KNP,,8,12,23,21,19,3,,567,146,40,1,97,97,,1.9,,0,3,0,803,,65
StarfVi95,1944,1,KYO,,6,0,7,7,7,2,,198,40,5,0,23,27,,0.68,,2,0,0,254,0,9
TakahSa96,1944,1,HNK,,1,1,5,2,2,1,,70,25,11,1,7,9,0.278,4.24,,1,1,0,102,1,16
TakecOs95,1944,1,HAN,,2,1,3,3,2,0,,75,17,3,0,4,2,,1.08,,0,1,0,101,,6
TamurMi95,1944,1,KYO,,0,1,1,0,0,0,,4,2,6,0,8,1,,40.5,,0,0,0,14,,6
TenboYo95,1944,1,HNK,,5,4,11,3,5,3,,217,54,18,1,40,19,0.213,2.24,,0,0,0,297,3,22
TsujiGe95,1944,1,HAN,,0,0,2,0,0,0,,13,6,2,0,4,2,,4.15,,0,0,0,24,,5
WakabTa95,1944,1,HAN,,22,4,31,28,24,5,,744,199,43,1,53,45,,1.56,,0,0,1,990,,59
YamadDe95,1944,1,HNK,,2,1,3,0,3,2,,78,21,7,0,17,4,0.223,2.42,,0,1,0,114,0,9
BesshTa95,1946,1,KGR,,19,13,42,38,28,5,,975,292,89,4,136,115,,2.46,,3,5,2,1381,4,127
ChibaSh95,1946,1,KYO,,0,0,1,0,0,0,,12,8,4,0,0,2,,9,,0,0,0,21,,4
EdaTa95,1946,1,GOL,,9,16,35,28,18,4,,709,268,117,8,119,45,,4.46,,0,1,1,1082,,155
FujimFu95,1946,1,OSA,,13,2,23,13,4,0,,321,83,29,3,60,43,,2.44,,0,0,0,447,,35
FujimHi95,1946,1,KYO,,21,6,31,24,21,19,,652,171,51,6,81,83,,2.11,,1,0,0,870,,63
FujimTa95,1946,1,TAI,,0,0,3,0,0,0,,27,9,5,1,10,3,,5,,0,0,0,45,,5
GoSh95,1946,1,OSA,,14,6,27,20,16,2,,544,172,61,5,65,63,,3.03,,2,2,1,757,,71
HasegOs95,1946,1,KGR,,0,0,4,0,0,0,,27,12,8,1,2,3,,8,,0,0,0,43,,9
HattoTs97,1946,1,CNH,,14,7,37,24,11,0,,612,192,85,13,93,76,,3.75,,1,1,0,874,,100
HayasNa95,1946,1,CNH,,0,1,2,0,0,0,,9,6,8,1,10,0,,24,,0,0,0,24,,11
HitokTa95,1946,1,SEN,,6,13,25,17,11,0,,447,155,78,2,108,49,,4.71,,3,6,0,690,,91
HoshiJi95,1946,1,CNH,,0,4,8,3,1,0,,83,30,24,2,39,4,,7.81,,1,3,0,150,,33
ImaniRe95,1946,1,HNK,,7,8,31,5,14,1,,549,146,57,6,72,63,0.217,2.8,,0,4,1,763,10,83
InoueYo97,1946,1,CNH,,1,2,11,1,0,0,,127,51,34,1,44,15,,7.23,,0,3,1,223,,45
IshidMi95,1946,1,GOL,,12,16,36,26,16,2,,667,228,93,9,121,105,,3.76,,1,2,0,1006,,128
IzutsKe95,1946,1,TAI,,13,18,39,32,18,6,,808,267,92,5,96,36,,3.07,,1,3,0,1131,,118
KamigMa97,1946,1,SEN,,0,2,9,0,0,0,,83,34,25,1,30,10,,8.13,,0,2,0,150,,35
KasamMi95,1946,1,HNK,,8,8,21,9,6,0,,365,112,48,4,48,35,0.241,3.55,,0,1,0,521,5,59
KawasTo95,1946,1,KYO,,0,0,1,0,0,0,,19,2,2,1,3,2,,2.84,,0,0,0,25,,2
KitagKe95,1946,1,SEN,,0,0,1,0,0,0,,9,3,1,0,2,2,,3,,0,0,0,15,,4
KiyohHa95,1946,1,GOL,,2,2,4,4,3,0,,105,34,10,1,13,10,,2.57,,0,1,0,147,,13
KogurRi95,1946,1,TAI,,0,1,3,1,1,0,,37,13,6,1,8,3,,4.38,,0,1,0,56,,9
KondoSa95,1946,1,KYO,,23,14,42,35,24,6,,901,242,73,4,114,76,,2.19,,1,3,1,1208,,100
KunoKa95,1946,1,CNH,,7,8,17,13,7,0,,320,123,43,7,42,14,,3.63,,0,0,1,461,,52
KurooSh95,1946,1,SEN,,10,17,40,34,14,0,,810,309,131,8,139,76,,4.37,,3,9,4,1254,,179
KushiYu95,1946,1,KGR,,3,2,9,4,3,1,,123,53,23,1,26,11,,5.05,,0,2,0,195,,26
MaekaHa95,1946,1,HNK,,3,3,11,4,3,0,,181,61,17,0,19,9,0.266,2.54,,0,1,0,251,4,21
MaruyFu95,1946,1,KGR,,25,15,46,38,29,4,,996,304,114,7,202,146,,3.09,,0,7,2,1468,,141
MatsuHi96,1946,1,KGR,,8,4,28,13,7,2,,363,113,48,1,84,32,,3.57,,3,8,0,539,,60
MatsuKo99,1946,1,CNH,,3,16,33,19,7,0,,483,201,101,7,82,54,,5.65,,0,0,0,751,,131
MisonTa95,1946,1,OSA,,11,9,27,22,12,3,,541,179,57,6,52,35,,2.84,,1,7,0,771,,74
MiyasNo95,1946,1,KYO,,2,0,11,7,2,1,,169,49,18,0,28,10,,2.88,,0,2,0,239,,23
MizobTa95,1946,1,HNK,,6,3,18,6,4,0,,303,92,33,6,34,27,0.244,2.94,,0,3,0,416,5,42
MoriHi95,1946,1,HNK,,2,3,8,5,1,0,,97,44,17,1,9,6,0.336,4.73,,1,2,0,144,2,17
MoriiSh95,1946,1,CNH,,10,13,38,28,17,2,,726,243,85,4,63,51,,3.16,,4,3,0,1023,,117
MorisHi95,1946,1,OSA,,0,0,3,0,0,0,,18,3,7,0,7,0,,10.5,,0,1,0,29,,8
MorisSh95,1946,1,TAI,,0,1,1,0,0,0,,6,6,4,0,2,2,,18,,0,0,0,13,,4
NaganKa95,1946,1,KGR,,0,0,3,0,0,0,,24,8,4,1,7,3,,4.5,,0,0,0,39,,6
NaitoKo95,1946,1,GOL,,19,25,57,47,38,4,,1248,380,134,12,162,192,,2.9,,2,4,0,1776,,175
NakaoHi95,1946,1,KYO,,11,10,34,25,12,2,,622,203,76,4,120,99,,3.3,,4,3,1,917,,100
NishiMi94,1946,1,CNH,,5,8,23,15,3,0,,352,123,61,7,90,21,,4.68,,1,4,1,555,,80
NishiMi94,1946,2,GOL,,0,0,1,0,0,0,,12,3,0,0,3,1,,0,,0,0,0,17,,1
NogucJi95,1946,1,HNK,,13,14,33,7,13,2,,636,194,63,9,47,39,0.243,2.67,,1,1,0,852,11,76
NogucWa95,1946,1,KGR,,0,2,6,0,0,0,,57,16,6,0,16,5,,2.84,,0,0,0,84,,7
NomurTa97,1946,1,SEN,,1,2,3,0,0,0,,24,13,4,0,14,1,,4.5,,0,0,0,48,,9
NozakHi95,1946,1,OSA,,7,13,44,23,7,2,,586,172,80,8,90,55,,3.69,,0,1,0,846,,109
OhashIc95,1946,1,KGR,,0,0,1,0,0,0,,6,1,0,0,0,0,,0,,0,0,0,8,,0
OhiraSh95,1946,1,HNK,,0,0,5,0,0,0,,35,16,10,0,11,2,0.333,7.71,,0,0,0,59,3,10
OshitHi95,1946,1,SEN,,0,1,7,2,1,0,,61,20,9,0,17,8,,3.98,,0,0,0,100,,11
SanadJu95,1946,1,TAI,,25,26,63,53,43,4,,1394,422,163,4,205,200,,3.16,,10,9,0,1996,,202
SatoHi97,1946,1,GOL,,0,0,1,0,0,0,,3,1,1,0,3,0,,9,,0,0,0,8,,3
ShimiHi95,1946,2,CNH,,2,1,4,2,2,0,,88,35,16,0,12,8,0.289,4.91,,0,0,0,134,0,17
ShimiHi95,1946,1,KGR,,8,2,12,1,4,1,,240,62,27,5,41,49,0.215,3.04,,0,1,0,340,7,32
ShiraGi95,1946,1,SEN,,30,22,59,49,43,4,,1320,414,126,13,111,158,,2.58,,6,6,0,1843,,169
StarfVi95,1946,1,TAI,,1,1,5,4,2,0,,95,35,7,1,16,11,,1.99,,0,0,0,138,0,10
SuezaMa95,1946,1,GOL,,0,1,5,0,0,0,,30,6,9,0,14,3,,8.1,,0,0,0,48,,9
TadaFu95,1946,1,KYO,,1,3,4,3,2,0,,84,22,12,2,25,13,,3.86,,0,1,0,127,,14
TagawYu95,1946,1,KGR,,1,0,2,0,0,0,,27,12,5,0,8,4,,5,,0,1,0,47,,5
TakanHi97,1946,1,KYO,,6,6,17,14,9,2,,352,108,34,5,57,28,,2.61,,2,1,0,506,,50
TenboYo95,1946,1,HNK,,11,12,38,14,12,1,,595,206,70,3,73,62,0.265,3.18,,1,1,0,864,7,110
TogasJu95,1946,1,OSA,,0,0,3,0,0,0,,13,4,2,0,5,1,,4.15,,0,0,0,21,,3
ToriiHe95,1946,1,HNK,,1,1,7,1,1,0,,71,26,18,0,19,8,0.289,6.85,,0,0,0,111,4,21
WakabTa95,1946,1,OSA,,4,4,12,9,7,0,,248,83,28,1,38,25,,3.05,,1,3,0,359,,35
WatanSe95,1946,1,OSA,,10,12,32,21,7,2,,517,188,70,4,66,34,,3.66,,0,3,0,754,,95
YuasaYo95,1946,1,TAI,,3,12,24,18,11,1,,466,166,62,5,92,40,,3.59,,2,2,1,713,,85
AkashKo95,1947,1,HNK,,0,0,1,0,0,0,,21,4,2,0,9,4,0.182,2.57,,0,0,0,31,1,2
AkiedJu95,1947,1,GOL,,0,0,3,0,0,0,,21,8,5,0,6,0,,6.43,,0,0,1,35,,6
BesshTa95,1947,1,NAN,,30,19,55,50,47,7,,1345,376,93,6,135,191,,1.87,,1,5,0,1791,3,125
DezawMa95,1947,1,TKY,,0,0,2,0,0,0,,0,3,2,0,2,0,,NULL,,0,0,0,5,,2
EdaTa95,1947,1,GOL,,11,23,45,33,21,4,,863,255,86,8,108,60,,2.69,,0,4,0,1219,,125
FujimHi95,1947,1,CHU,,17,15,35,31,27,4,,825,220,56,7,52,77,,1.83,,1,5,0,1062,,67
FujimTa95,1947,1,TRB,,1,2,5,3,2,0,,79,28,9,2,16,3,,3.08,,0,0,0,121,,16
GoSh95,1947,1,OSA,,1,0,1,1,1,0,,27,6,0,0,2,0,,0,,0,1,0,37,,1
HamasTa95,1947,1,CHU,,0,1,3,0,0,0,,16,5,3,0,6,1,,5.06,,1,0,0,27,,3
HamazSh95,1947,1,HNK,,1,0,4,2,0,0,,49,15,8,1,15,1,0.263,4.41,,0,0,0,73,1,10
HattoTs97,1947,1,CHU,,16,12,39,30,13,4,,742,185,50,7,69,71,,1.82,,0,2,0,982,,72
HitokTa95,1947,1,TKY,,3,7,13,13,8,0,,315,99,33,3,48,22,,2.83,,2,4,0,460,,50
HoshiJi95,1947,1,CHU,,2,3,15,7,2,1,,183,50,16,4,25,12,,2.36,,2,3,0,256,,23
IidaTo95,1947,1,NAN,,0,0,2,0,0,0,,12,4,1,0,2,3,,2.25,,1,0,0,18,,2
IkedaZe95,1947,1,TRB,,7,15,30,23,15,0,,588,155,72,3,164,74,,3.31,,3,10,0,889,,101
ImaniRe95,1947,1,HNK,,21,15,46,10,28,4,,1003,284,71,6,112,85,0.229,1.91,,2,0,0,1358,6,89
InoueYo97,1947,1,CHU,,2,1,5,2,2,0,,63,14,4,1,10,5,,1.71,,1,1,0,89,,9
IwamoNo80,1947,1,NAN,,2,2,5,4,3,1,,113,27,4,0,11,9,,0.96,,0,2,0,152,,8
IzutsKe95,1947,1,TRB,,10,13,34,25,17,3,,659,194,50,5,76,38,,2.05,,2,3,0,909,,71
KajioTa95,1947,1,OSA,,22,8,37,33,24,5,,841,204,60,6,109,102,,1.93,,2,1,0,1132,,74
KamigMa97,1947,1,TKY,,0,0,2,0,0,0,,23,15,11,0,8,1,,12.91,,0,1,1,46,,20
KawasTo95,1947,1,YOM,,24,16,51,40,32,10,,1073,255,85,9,118,129,,2.14,,0,7,0,1421,,101
KitagKe95,1947,1,TKY,,3,13,25,12,10,0,,445,152,58,3,75,32,,3.52,,0,9,4,666,,89
KiyohHa95,1947,1,GOL,,0,1,3,0,0,0,,30,6,2,0,9,2,,1.8,,0,0,0,43,,3
KomatHi96,1947,1,YOM,,6,5,13,10,4,1,,235,83,25,5,22,18,,2.87,,0,2,0,325,,36
KondoSa95,1947,1,YOM,,0,2,10,5,1,0,,123,37,19,4,11,4,,4.17,,0,0,0,166,,27
KunoKa95,1947,1,CHU,,7,4,19,14,3,2,,321,98,33,2,31,26,,2.78,,0,0,1,434,,42
KurooSh95,1947,1,TKY,,19,18,49,43,28,3,,1083,335,106,2,139,89,,2.64,,1,10,1,1546,,142
MaruyFu95,1947,1,NAN,,10,14,37,28,17,3,,717,218,88,9,137,76,,3.31,,5,8,0,1041,,110
MatsuFu95,1947,1,TKY,,0,1,1,0,0,0,,4,1,2,0,3,0,,13.5,,0,0,0,5,,2
MatsuHi96,1947,1,NAN,,1,2,19,6,1,0,,170,47,22,2,35,24,,3.49,,1,3,1,247,,27
MatsuKo99,1947,1,CHU,,0,2,7,0,0,0,,62,26,8,1,9,7,,3.48,,0,0,0,92,,11
MisonTa95,1947,1,OSA,,18,6,30,22,13,4,,555,158,41,9,28,30,,1.99,,2,0,0,726,,50
MitomTs95,1947,1,GOL,,7,16,34,24,14,3,,617,201,74,7,80,50,,3.24,,1,2,0,887,,91
MiyasNo95,1947,1,YOM,,0,2,4,1,0,0,,67,27,20,4,15,3,,8.06,,1,2,0,108,,23
MizobTa95,1947,1,HNK,,0,2,7,3,0,0,,51,12,9,1,8,2,0.194,4.76,,0,2,0,73,3,10
MonmaHi95,1947,1,GOL,,0,1,10,2,1,0,,66,22,12,0,17,10,,4.91,,0,2,0,111,,20
MoriHi95,1947,1,HNK,,2,4,16,6,2,0,,193,69,14,3,20,14,0.276,1.96,,0,0,0,275,6,29
NagahKo95,1947,1,YOM,,0,0,1,0,0,0,,2,0,0,0,3,1,,0,,1,0,0,5,,0
NaitoKo95,1947,1,GOL,,12,14,38,31,16,6,,764,224,81,6,101,96,,2.86,,1,2,0,1077,,103
NakaoHi95,1947,1,YOM,,9,14,28,21,14,1,,546,137,59,10,110,74,,2.92,,2,1,0,762,,76
NakatNo95,1947,1,NAN,,15,18,42,34,16,3,,842,222,75,9,92,105,,2.4,,1,9,1,1134,,101
NishiMi94,1947,1,GOL,,0,0,1,0,0,0,,15,4,2,0,3,1,,3.6,,0,0,0,22,,2
NogucJi95,1947,1,HNK,,24,17,56,8,33,4,,1146,321,96,14,57,86,0.227,2.26,,0,1,0,1486,15,108
NozakHi95,1947,1,OSA,,1,2,14,6,1,0,,155,45,15,0,33,17,,2.61,,0,2,0,220,,15
OgataTo95,1947,1,YOM,,3,1,9,7,4,2,,170,38,11,1,24,17,,1.75,,0,0,0,223,,15
OshitHi95,1947,1,TKY,,0,1,1,0,0,0,,7,2,3,0,3,1,,11.57,,0,0,0,12,,4
SanadJu95,1947,1,TRB,,23,21,52,48,42,5,,1272,343,112,9,156,152,,2.38,,2,2,0,1720,,141
ShigeMi95,1947,1,GOL,,11,19,40,31,23,5,,822,248,91,6,113,53,,2.99,,0,9,0,1166,,126
ShimiHi95,1947,1,CHU,,23,12,42,37,32,7,,992,291,71,10,87,129,,1.93,,0,4,1,1334,,93
ShiraGi95,1947,1,TKY,,26,25,59,49,44,6,,1317,364,85,15,67,121,,1.74,,1,9,0,1745,,127
StarfVi95,1947,1,TRB,,8,10,20,18,16,1,,487,142,37,3,48,77,,2.05,,1,2,0,662,1,59
TadaFu95,1947,1,YOM,,12,14,34,30,15,2,,732,178,64,6,130,101,,2.36,,3,2,0,986,,76
TakanHi97,1947,1,YOM,,2,5,19,11,3,0,,268,95,33,2,28,17,,3.32,,1,3,0,379,,42
TakecOs95,1947,1,OSA,,6,5,20,14,6,2,,354,107,29,5,26,12,,2.21,,0,2,0,482,,34
TenboYo95,1947,1,HNK,,10,18,39,15,11,2,,750,243,83,13,72,66,0.257,2.99,,1,1,1,1033,12,102
TsuruKa96,1947,1,NAN,,0,0,1,0,0,0,,3,2,1,1,0,0,,9,,0,0,0,4,,1
WakabTa95,1947,1,OSA,,26,12,43,38,31,10,,995,277,77,8,69,86,,2.09,,1,5,0,1318,,101
WatanSe95,1947,1,OSA,,5,4,21,12,4,0,,295,119,38,2,27,19,,3.48,,0,2,0,423,,50
YuasaYo95,1947,1,TRB,,1,3,7,5,2,0,,130,58,24,0,25,10,,4.98,,1,2,0,205,,35
AkaneHi95,1948,1,KYU,,2,3,12,7,2,0,,172,53,17,1,26,19,,2.67,,0,0,1,239,,20
BesshTa95,1948,1,NAN,,26,10,42,36,31,3,,958,270,73,10,76,120,,2.06,,2,6,0,1272,4,93
BettoKa95,1948,1,OSA,,0,0,1,0,0,0,,9,6,2,0,1,3,,6,,0,0,0,16,,2
EdaTa95,1948,1,TRB,,0,3,7,5,1,0,,111,67,38,6,16,6,,9.24,,0,2,0,187,,44
FujimFu95,1948,1,OSA,,2,2,6,2,1,1,,62,21,11,1,13,7,,4.79,,0,0,1,96,,13
FujimHi95,1948,1,YOM,,8,5,22,15,9,0,,393,104,25,3,24,51,,1.72,,2,3,1,517,,33
GoSh95,1948,1,OSA,,0,0,1,0,0,0,,2,5,2,0,0,0,,27,,0,0,0,8,,3
HamazSh95,1948,1,HNK,,3,3,17,4,0,0,,182,66,17,2,13,10,0.261,2.52,,2,0,0,271,11,29
HattoTs97,1948,1,CHU,,16,19,44,35,23,2,,906,279,87,9,76,104,,2.59,,1,5,2,1237,,118
HayasNa95,1948,1,KIN,,9,1,15,2,7,4,,308,77,24,4,26,33,0.204,2.1,,0,0,0,403,4,27
HayasNa95,1948,2,TRB,,3,4,22,5,3,1,,314,129,45,10,41,28,0.303,3.87,,1,0,0,472,11,62
HiranKe97,1948,1,TRB,,0,2,10,6,2,0,,147,57,24,3,17,12,,4.41,,0,0,0,219,,29
HitokTa95,1948,1,KYU,,1,3,14,2,0,0,,159,66,33,6,20,15,,5.6,,0,1,0,237,,38
HoshiJi95,1948,1,CHU,,10,8,36,26,15,4,,662,166,65,7,97,65,,2.65,,1,6,0,902,,79
HoshiJu96,1948,1,OSA,,0,1,9,0,0,0,,62,20,10,1,14,5,,4.35,,1,1,0,90,,12
IkedaZe95,1948,1,KIN,,11,13,33,26,19,1,,688,191,70,7,103,80,,2.75,,6,3,1,958,,83
